correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7395056814635382,0.0,1.0,0.0
1.0,0.6406047774855209,1.0,0.0,0.0
4.0,0.623578320973844,1.0,0.0,1.0
1.0,0.5690689174787559,0.0,0.0,0.0
3.0,0.5930852050531571,0.0,0.0,1.0
1.0,0.5567432935484247,0.0,0.0,0.0
1.0,0.5810246970503821,0.0,0.0,0.0
2.0,0.632982352315092,0.0,0.0,0.0
1.0,0.6006122143121877,0.0,1.0,0.0
2.0,0.45307468223005115,0.8,1.0,1.0
2.0,0.9372777377202735,0.2,1.0,1.0
1.0,0.6524255277093506,0.0,1.0,0.0
1.0,0.5399737066531066,0.8,0.0,0.0
2.0,0.7513184527887082,1.0,1.0,1.0
5.0,0.835713550853903,0.0,0.0,1.0
4.0,0.7800824089997958,0.7,0.0,1.0
1.0,0.5844324527353892,0.0,0.0,0.0
1.0,0.45831556676991075,1.0,1.0,1.0
1.0,0.5448009621493191,0.0,1.0,0.0
4.0,0.9976206500462284,0.8,1.0,0.0
