correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7044671407030899,1.0,1.0,1.0
5.0,0.8563126096344049,0.9,1.0,1.0
1.0,0.7550546401747763,1.0,1.0,0.0
4.0,0.7729809575428201,1.0,1.0,1.0
1.0,0.5930852050531571,1.0,0.0,0.0
5.0,0.875186821064337,1.0,1.0,1.0
4.5,0.8950723527632138,0.0,1.0,1.0
4.0,0.8382497013648237,0.7,1.0,1.0
1.0,0.638894819564791,0.8,0.0,0.0
4.0,0.8420554428025814,0.0,1.0,1.0
1.0,0.6297682543500636,0.8,1.0,0.0
2.0,0.6600299923497595,0.9,1.0,0.0
2.0,0.7875139118844963,1.0,1.0,0.0
2.0,0.8567118540813464,0.0,1.0,1.0
4.5,0.775277317597438,0.8,1.0,0.0
4.5,0.7908429129192284,0.6,1.0,1.0
4.5,0.7854462527717402,0.7,1.0,1.0
3.0,0.8083469475416752,0.8,1.0,1.0
1.0,0.6656485398234205,0.7,1.0,1.0
5.0,0.9999999999999998,0.8,1.0,1.0
