correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7569223258895861,1.0,0.0,0.0
1.0,0.6406047774855209,0.0,0.0,0.0
4.0,0.623578320973844,0.0,1.0,1.0
1.0,0.5579333591184288,0.8,0.0,0.0
3.0,0.5684490305693246,0.0,1.0,0.0
1.0,0.5567432935484247,0.0,0.0,0.0
1.0,0.5810246970503821,0.0,1.0,0.0
2.0,0.632982352315092,0.0,1.0,0.0
1.0,0.638894819564791,0.0,1.0,0.0
2.0,0.40810184129820837,0.9,0.0,1.0
1.0,0.5619014258612248,0.0,0.0,0.0
1.0,0.6591293735825247,0.0,0.0,0.0
1.0,0.7215257217128899,0.5,1.0,0.0
3.0,0.7417987896712503,0.0,1.0,1.0
5.0,0.8865200017613981,0.8,0.0,0.0
2.0,0.8265934204949579,1.0,1.0,0.0
1.0,0.7191897656406998,0.9,1.0,0.0
1.0,0.5805797158735703,0.0,0.0,0.0
5.0,0.9981231017797354,0.6,1.0,1.0
1.0,0.5979162672918076,0.8,0.0,0.0
