key,ttr,gulpease,flesch_vacca,lexical_density
prompt__role_playing__deepseek-r1-1.5b,76.19047619047619,51.023809523809526,61.52142857142859,27.380952380952383
prompt__role_playing__deepseek-r1-1.5b,57.89473684210527,55.92307692307692,51.351674641148314,33.198380566801625
prompt__role_playing__deepseek-r1-1.5b,84.52380952380952,44.95238095238095,41.88095238095238,39.285714285714285
prompt__role_playing__deepseek-r1-1.5b,88.23529411764706,43.85294117647059,27.524509803921564,52.94117647058824
prompt__role_playing__deepseek-r1-1.5b,66.91176470588235,50.10294117647059,54.675653594771234,48.529411764705884
prompt__role_playing__deepseek-r1-1.5b,55.294117647058826,49.90196078431372,42.60294117647058,40.3921568627451
prompt__role_playing__deepseek-r1-1.5b,86.3013698630137,44.205479452054796,41.810958904109576,43.83561643835616
prompt__role_playing__deepseek-r1-1.5b,64.74820143884892,49.79136690647482,40.243576567317575,53.23741007194245
prompt__role_playing__deepseek-r1-1.5b,63.06818181818182,54.56818181818182,39.56381118881121,59.09090909090909
prompt__role_playing__deepseek-r1-1.5b,69.48356807511738,59.798122065727696,66.60798122065728,29.107981220657276
prompt__role_playing__deepseek-r1-1.5b,67.66467065868264,64.62874251497006,46.871922821024604,55.688622754491014
prompt__role_playing__deepseek-r1-1.5b,68.04979253112033,62.81742738589212,55.476563700630095,34.024896265560166
prompt__role_playing__deepseek-r1-1.5b,74.30555555555556,65.38888888888889,58.95302287581697,34.72222222222222
prompt__role_playing__deepseek-r1-1.5b,71.00840336134453,52.90756302521008,58.49467787114845,33.193277310924366
prompt__role_playing__deepseek-r1-1.5b,85.29411764705883,45.07843137254902,46.25490196078428,39.21568627450981
prompt__role_playing__deepseek-r1-1.5b,83.01886792452831,47.9622641509434,49.20619946091645,33.0188679245283
prompt__role_playing__deepseek-r1-1.5b,90.54054054054053,55.75675675675676,62.07837837837839,31.08108108108108
prompt__role_playing__deepseek-r1-1.5b,77.18120805369128,58.127516778523486,56.68611254517295,36.241610738255034
prompt__role_playing__deepseek-r1-1.5b,59.33014354066985,49.47846889952153,52.67424242424242,30.62200956937799
prompt__role_playing__deepseek-r1-1.5b,60.09615384615385,58.75961538461539,48.625,51.442307692307686
prompt__role_playing__deepseek-r1-1.5b,64.91228070175438,58.21052631578947,63.92583732057416,35.08771929824561
